Provider_name,Department,Researcher_Type,Profile_link,Provider_all_top_concepts,This_Concept,Publication_num,Pub_Range,Range_length,Last_Pub_year,Average
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Heart Ventricles,1, 2011-2011,1,2011,2011
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Suture Techniques,1, 2011-2011,1,2011,2011
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Cardiac Surgical Procedures,2, 2011-2013,2,2013,2012
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline," Echocardiography, Transesophageal",2, 2011-2013,2,2013,2012
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Blood Pressure,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Heart Failure,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Heart Injuries,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Heart-Assist Devices,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Hemostatic Techniques,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Hernia,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Hypotension,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Myocardial Stunning,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Pericardiocentesis,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Thoracotomy,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Treatment Outcome,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Ventricular Function,1, 2013-2013,1,2013,2013
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline," Wounds, Stab",1, 2013-2013,1,2013,2013
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline,Barium Sulfate,1, 2015-2015,1,2015,2015
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Checklist,4, 2014-2016,2,2016,2015
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline," Hospitals, Pediatric",5, 2014-2016,2,2016,2015
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Patient Safety,4, 2014-2016,2,2016,2015
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Surgical Wound,1, 2015-2015,1,2015,2015
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, General Surgery,3, 2015-2016,1,2016,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Surgical Wound Infection,6, 2015-2017,2,2017,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Texas,7, 2014-2020,6,2020,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline," Fasciitis, Necrotizing",1, 2016-2016,1,2016,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Appendectomy,9, 2014-2017,3,2017,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Meaningful Use,1, 2016-2016,1,2016,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Patient Harm,1, 2016-2016,1,2016,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Digestive System Surgical Procedures,2, 2016-2016,1,2016,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Intestinal Volvulus,2, 2016-2016,1,2016,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Appendicitis,9, 2015-2020,5,2020,2016
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline," Hernias, Diaphragmatic, Congenital",5, 2016-2018,2,2018,2017
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Thoracoscopy,3, 2017-2019,2,2019,2017
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Herniorrhaphy,4, 2017-2020,3,2020,2018
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline, Laparoscopy,6, 2017-2021,4,2021,2019
Luke Putnam,Surgery,Assistant Professor,https://researcherprofiles.org/profile/49612684,https://profiles.sc-ctsi.org/display/49612684/network/researchareas/timeline," Hernia, Hiatal",4, 2020-2021,1,2021,2021
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline,Gastroplasty,1, 2016-2016,1,2016,2016
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline," Hernia, Hiatal",5, 2016-2018,2,2018,2017
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Magnetic Field Therapy,3, 2016-2018,2,2018,2017
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Gastroesophageal Reflux,6, 2016-2018,2,2018,2017
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline," Esophageal Sphincter, Lower",6, 2016-2018,2,2018,2018
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Magnets,3, 2018-2018,1,2018,2018
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Laparoscopy,12, 2016-2021,5,2021,2019
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Gastric Bypass,3, 2016-2021,5,2021,2019
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Gastrectomy,6, 2016-2021,5,2021,2019
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Abdominal Pain,2, 2019-2020,1,2020,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Chronic Pain,2, 2019-2020,1,2020,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Tissue Adhesions,2, 2019-2020,1,2020,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline," Hernia, Abdominal",2, 2020-2020,1,2020,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Appendicitis,1, 2020-2020,1,2020,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline," Obesity, Morbid",9, 2016-2022,6,2022,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Weight Loss,7, 2016-2022,6,2022,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Pharmaceutical Preparations,1, 2020-2020,1,2020,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Gastroparesis,1, 2020-2020,1,2020,2020
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Tobacco Smoking,1, 2021-2021,1,2021,2021
Kamran Samakar,Surgery,Associate Professor,https://researcherprofiles.org/profile/191470,https://profiles.sc-ctsi.org/display/191470/network/researchareas/timeline, Bariatric Surgery,8, 2020-2022,2,2022,2021
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline,Asphyxia,3, 2007-2021,14,2021,2015
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Abdominal Injuries,10, 2016-2021,5,2021,2019
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Atlanto-Occipital Joint,2, 2018-2020,2,2020,2019
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Joint Dislocations,2, 2018-2020,2,2020,2019
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Neck Injuries,3, 2018-2021,3,2021,2019
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Wounds and Injuries,13, 2017-2022,5,2022,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline," Wounds, Gunshot",15, 2016-2022,6,2022,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline," Wounds, Penetrating",8, 2018-2022,4,2022,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Foreign Bodies,3, 2019-2021,2,2021,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Trauma Centers,25, 2017-2022,5,2022,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Conservative Treatment,2, 2019-2020,1,2020,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline," Wounds, Nonpenetrating",17, 2018-2022,4,2022,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Law Enforcement,3, 2017-2022,5,2022,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Firearms,4, 2019-2021,2,2021,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Injury Severity Score,25, 2018-2022,4,2022,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline," Brain Injuries, Traumatic",3, 2019-2021,2,2021,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Venous Thromboembolism,3, 2019-2021,2,2021,2020
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Vital Signs,3, 2020-2022,2,2022,2021
"Morgan Anne Schellenberg, MD, MPH",Surgery,Assistant Professor,https://researcherprofiles.org/profile/191197,https://profiles.sc-ctsi.org/display/191197/network/researchareas/timeline, Emergency Medical Services,7, 2019-2022,3,2022,2021
